created_at,source,original_text,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,followers_count,friends_count,possibly_sensitive,hashtags,user_mentions,place,clean_text
2021-06-18 20:23:36+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @MissMaleka: 🤢 What presentation style is this?,,,en,1.0,2,Augo_TheDuchess,864,257,,[],['@MissMaleka'],"Pretoria, South Africa",rt  🤢 what presentation style is this
2021-06-18 20:23:40+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.",0.13333333333333333,0.45555555555555555,en,394.0,193,HesperusThinks,388,848,,[],['@globalhlthtwit'],,dr moeti is head of who in africa and one of the best public health experts and leaders i know hers is a desperate request for vaccines to africa we plead with germany and the uk to lift patent restrictions and urgently transfer technology to enable production in africa
2021-06-18 20:24:26+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","While we waited a long time to receive #Covid19 vaccines in #NovaScotia , the booking and rescheduling process is v… https://t.co/0FqjtTJVdE",,,en,,0,QueenoftheBB,1926,2442,False,"['#Covid19', '#NovaScotia']",[],"Halifax, Nova Scotia",while we waited a long time to receive  vaccines in   the booking and rescheduling process is v… httpstco0fqjttjvde
2021-06-18 20:24:28+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I feel incredibly blessed that I was able to receive both doses of the Covid vaccine during my pregnancy. Vaccines… https://t.co/ecKQyFMOp3,,,en,,0,Gold_Dana,717,1460,,[],[],"Toronto, Ontario",i feel incredibly blessed that i was able to receive both doses of the covid vaccine during my pregnancy vaccines… httpstcoeckqyfmop3
2021-06-18 20:24:32+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Givenkazeni: Zweli please just release the graphic designers. What are these fireworks.,,,en,57.0,12,JustTumoMaqala,2255,2489,,[],['@Givenkazeni'],Bloemfontein,rt  zweli please just release the graphic designers what are these fireworks
2021-06-18 20:24:39+00:00,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",Africa: A Third Wave of Coronavirus Infections Hits Africa https://t.co/loBptevxCX,,,en,,0,News_Centric1,12,5,False,[],[],Nigeria,africa a third wave of coronavirus infections hits africa httpstcolobptevxcx
2021-06-18 20:24:39+00:00,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine near you:  
🔍 Search https://t.co/d2PDWIps8o  
📱Text your ZIP code to 438829  
📞 Call 1-800-232-0233 https://t.co/AMmcMmCtiP",0.5083333333333333,0.7833333333333333,en,810.0,269,Gmaontherun,138,371,,"['#WeCanDoThis', '#COVID19']",['@CDCDirector'],"Ohio, USA","i’m pleased to welcome the  bus to atlanta today remember there are 3 easy ways to find a  vaccine near you  
🔍 search httpstcod2pdwips8o  
📱text your zip code to 438829  
📞 call 18002320233 httpstcoammcmmctip"
2021-06-18 20:24:43+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","👇👇👇

""People are free to believe that #COVID19 is a hoax, and to argue that vaccines are a plot...but there is no constitutional right to put other people’s health at risk. As such, there are places where you should not work unless you are vaccinated.""

https://t.co/xiVWoCtRfP",0.14017857142857143,0.5526785714285715,en,215.0,47,marn_1966,291,410,,['#COVID19'],['@NathanStall'],central ontario,"👇👇👇

people are free to believe that  is a hoax and to argue that vaccines are a plotbut there is no constitutional right to put other people’s health at risk as such there are places where you should not work unless you are vaccinated

httpstcoxivwoctrfp"
2021-06-18 20:24:43+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","🚨Africa is ""in the midst of a full-blown third wave"" of coronavirus, the head of @WHOAFRO has warned

Cases have risen across the continent by more than 20% and deaths have also risen by 15% in the last week

@jriggers reports ~ 🧵
https://t.co/CRDhqPHFWM",0.16666666666666666,0.18888888888888888,en,580.0,644,seonaidsnail,1389,5002,,[],"['@TelGlobalHealth', '@WHOAFRO']",La La Land Evidently,"🚨africa is in the midst of a fullblown third wave of coronavirus the head of  has warned

cases have risen across the continent by more than 20 and deaths have also risen by 15 in the last week

 reports  🧵
httpstcocrdhqphfwm"
2021-06-18 20:24:58+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","8,911,332 doses of #COVID19 vaccine have been administered citywide, including:

• 4,630,909 first doses
• 3,900,15… https://t.co/T3dpbEUEZB",,,en,,0,NYCMayor,1519552,1365,False,['#COVID19'],[],"New York, NY","8911332 doses of  vaccine have been administered citywide including

• 4630909 first doses
• 390015… httpstcot3dpbeuezb"
2021-06-18 20:25:15+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",The impact of #COVID19 continues to be felt across #Africa. How has the pandemic affected your organisation over th… https://t.co/7IZimaTOCI,,,en,,0,wavegambia,251,168,False,"['#COVID19', '#Africa']",[],The Gambia 🇬🇲,the impact of  continues to be felt across  how has the pandemic affected your organisation over th… httpstco7izimatoci
2021-06-18 20:25:21+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Covid vaccines in healthy young people poses an ethical question as well as a benefit risk question. Is risk of myocarditis in your child worth it “for the greater good” to protect older people,at risks groups already vaccinated? I cannot accept that it’s a fair risk for children https://t.co/5hiCGdHGkz",0.39583333333333326,0.4916666666666667,en,57.0,19,Iobey10,946,1872,,[],['@lizAOBB'],,covid vaccines in healthy young people poses an ethical question as well as a benefit risk question is risk of myocarditis in your child worth it “for the greater good” to protect older peopleat risks groups already vaccinated i cannot accept that it’s a fair risk for children httpstco5hicgdhgkz
2021-06-18 20:25:26+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""Africa needs millions more doses here &amp; now to curb the third wave.""

In the midst of a third wave of #COVID19 cases in #Africa, Dr @MoetiTshidi calls out for much-needed COVID-19 vaccine doses during this critical time. https://t.co/KUDPXpqq22",0.125,0.325,en,73.0,60,JillardFaber,334,485,,['#COVID19'],['@WHOAFRO'],Drachten,"africa needs millions more doses here amp now to curb the third wave

in the midst of a third wave of  cases in  dr  calls out for muchneeded covid19 vaccine doses during this critical time httpstcokudpxpqq22"
2021-06-18 20:25:43+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","In a small convenience sample, #COVID19 mRNA vaccines were immunogenic in pregnant and lactating women and induced immune responses against #SARSCoV2 variants https://t.co/bVnaPQ2Vj9",0.04166666666666666,0.45,en,31.0,22,SallyFereday,6267,498,,['#COVID19'],['@JAMA_current'],London,in a small convenience sample  mrna vaccines were immunogenic in pregnant and lactating women and induced immune responses against  variants httpstcobvnapq2vj9
2021-06-18 20:25:46+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Former Pfizer VP and Virologist, Dr. Michael Yeadon, is one of the most credentialed medical professionals speaking out about the dangers of the #Covid19 vaccines, breaks down his “list of lies” that keeps him up at night. https://t.co/LSE8CrKdqn",0.08611111111111111,0.19722222222222224,en,1581.0,900,mhedge76,31,134,,[],['@HighWireTalk'],,former pfizer vp and virologist dr michael yeadon is one of the most credentialed medical professionals speaking out about the dangers of the  vaccines breaks down his “list of lies” that keeps him up at night httpstcolse8crkdqn
2021-06-18 20:25:54+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","The #GC provided an update on #COVID19 and #Indigenous communities. 687 First Nations, Inuit and territorial communities are rolling out vaccines, and more than 578,100 doses have been administered. https://t.co/HCHKo0vqQv #AllInThisTogether https://t.co/6L2wQj4eBk",0.375,0.41666666666666663,en,4.0,4,johangreg,3707,1522,,"['#GC', '#COVID19', '#Indigenous']",['@Min_IndServ'],"Calgary, Alberta",the  provided an update on  and  communities 687 first nations inuit and territorial communities are rolling out vaccines and more than 578100 doses have been administered httpstcohchko0vqqv  httpstco6l2wqj4ebk
2021-06-18 20:26:02+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#politics #religion #covid19 #coronavirus #vaccines #radiation #fukushima 
I found https://t.co/ruO9itByzC, used… https://t.co/6eVreVISBK",,,en,,0,johnny_weed,397,1560,False,"['#politics', '#religion', '#covid19', '#coronavirus', '#vaccines', '#radiation', '#fukushima']",[],New York,"       
i found httpstcoruo9itbyzc used… httpstco6evrevisbk"
2021-06-18 20:26:17+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ay man just open everything up, let's natural selection take its course",,,en,,0,Kg_Nino,379,177,,[],[],Down South,ay man just open everything up lets natural selection take its course
2021-06-18 20:26:27+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","""Africa is in the midst of a full-blown third wave,"" @MoetiTshidi said. ""The sobering trajectory of surging cases should draw everyone to urgent action. 

“We've seen, in India and elsewhere, how quickly Covid-19 can rebound and overwhelm health systems""
https://t.co/CemRZeIDYr",0.14444444444444446,0.19999999999999998,en,281.0,255,jinxi_2,3969,4605,,[],"['@TelGlobalHealth', '@MoetiTshidi']",Carolina Belle in Colorado,"africa is in the midst of a fullblown third wave  said the sobering trajectory of surging cases should draw everyone to urgent action 

“weve seen in india and elsewhere how quickly covid19 can rebound and overwhelm health systems
httpstcocemrzeidyr"
2021-06-18 20:26:32+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Hi Jamaica,

FYI Cuba- the smallest Latin America country has made 5 #covid19 vaccines.
Two are in the final stages of their clinical trials and they’ve administered over 4,000,000 doses already.

WHO is going to give them approval before summer ends, give their embassy a call. https://t.co/6SlSmEnUap",0.0,1.0,en,1.0,1,RasBenjiMassop1,1732,1604,,['#covid19'],['@aneikaangus'],,"hi jamaica

fyi cuba the smallest latin america country has made 5  vaccines
two are in the final stages of their clinical trials and they’ve administered over 4000000 doses already

who is going to give them approval before summer ends give their embassy a call httpstco6slsmenuap"
2021-06-18 20:26:40+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @Tswana_Guy3: Digital Vibes is whyling now.,,,en,1.0,2,Sifistaz,904,2212,,[],['@Tswana_Guy3'],South Africa,rt  digital vibes is whyling now
2021-06-18 20:26:48+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","🚨Africa is ""in the midst of a full-blown third wave"" of coronavirus, the head of @WHOAFRO has warned

Cases have risen across the continent by more than 20% and deaths have also risen by 15% in the last week

@jriggers reports ~ 🧵
https://t.co/CRDhqPHFWM",0.16666666666666666,0.18888888888888888,en,580.0,645,Katappa29249880,0,0,,[],"['@TelGlobalHealth', '@WHOAFRO']",,"🚨africa is in the midst of a fullblown third wave of coronavirus the head of  has warned

cases have risen across the continent by more than 20 and deaths have also risen by 15 in the last week

 reports  🧵
httpstcocrdhqphfwm"
2021-06-18 20:26:52+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",I think it’s important that we don’t sell COVAX short. It still has a lot going for it and is innovative in its design. But it needs more vaccines to share.  We’re hoping our low cost @TexasChildrens recombinant protein COVID19 vaccine with @biological_e will help fill some gaps,0.27999999999999997,0.6199999999999999,en,73.0,22,Kasia_HP,8175,5490,,[],['@PeterHotez'],"Las Vegas, NV",i think it’s important that we don’t sell covax short it still has a lot going for it and is innovative in its design but it needs more vaccines to share  we’re hoping our low cost  recombinant protein covid19 vaccine with  will help fill some gaps
2021-06-18 20:26:56+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Promising news from the @Gavi #COVAX AMC Summit as they have exceeded today’s fundraising target. This means more people in lower-income countries will have greater access to life-saving #COVID19 vaccines. The @gatesfoundation pledged an additional $50M as well,0.39999999999999997,0.5,en,1096.0,140,MichaelJ341,159,435,,['#COVAX'],"['@MSuzman', '@gavi']","Dallas, TX",promising news from the   amc summit as they have exceeded today’s fundraising target this means more people in lowerincome countries will have greater access to lifesaving  vaccines the  pledged an additional 50m as well
2021-06-18 20:27:11+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","👇👇👇

""People are free to believe that #COVID19 is a hoax, and to argue that vaccines are a plot...but there is no constitutional right to put other people’s health at risk. As such, there are places where you should not work unless you are vaccinated.""

https://t.co/xiVWoCtRfP",0.14017857142857143,0.5526785714285715,en,215.0,48,BrianMacDonald5,603,2689,,['#COVID19'],['@NathanStall'],Toronto Ontario,"👇👇👇

people are free to believe that  is a hoax and to argue that vaccines are a plotbut there is no constitutional right to put other people’s health at risk as such there are places where you should not work unless you are vaccinated

httpstcoxivwoctrfp"
2021-06-18 20:27:16+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @HealthZA: 18 June 2022 latest number of #COVID19 statistics in South Africa #CoronaVirusSA                              https://t.co/of…,,,en,40.0,36,vaccinateallorg,3,89,,"['#COVID19', '#CoronaVirusSA']",['@HealthZA'],,rt  18 june 2022 latest number of  statistics in south africa                               httpstcoof…
2021-06-18 20:27:19+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","The @ACTAccelerator, an unprecedented global alliance to develop &amp; deliver the tests, treatments &amp; vaccines the 🌐 needs to fight #COVID19, marks its first anniversary today with a special report on its progress &amp; aims for 2021:
👉https://t.co/gLFBHUMxHa

https://t.co/dv4IS4m7eS",0.30178571428571427,0.4511904761904762,en,3966.0,747,MichaelJ341,159,435,,[],"['@WHO', '@ACTAccelerator']","Dallas, TX","the  an unprecedented global alliance to develop amp deliver the tests treatments amp vaccines the 🌐 needs to fight  marks its first anniversary today with a special report on its progress amp aims for 2021
👉httpstcoglfbhumxha

httpstcodv4is4m7es"
2021-06-18 20:28:01+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",How many days before it is upon us? 60? 90? We're still below 5% fully vaccinated &amp; some 16% partly vaccinated.… https://t.co/nUJXhzcsdM,,,en,,0,HesperusThinks,388,848,,[],[],,how many days before it is upon us 60 90 were still below 5 fully vaccinated amp some 16 partly vaccinated… httpstconujxhzcsdm
2021-06-18 20:28:16+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is happening now. We knew this was coming and have had months to scale up production. 

It's very difficult not to see lack of urgency in producing vaccines as profit over lives that could be saved. It's callous, cruel even, and will have profound inter-generational impact.",-0.5222222222222223,1.0,en,10.0,7,grumpeoldman,5544,247,,[],['@SivaThambisetty'],"Bombay, India","this is happening now we knew this was coming and have had months to scale up production 

its very difficult not to see lack of urgency in producing vaccines as profit over lives that could be saved its callous cruel even and will have profound intergenerational impact"
2021-06-18 20:28:23+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","You can get a #COVID19 vaccine and other vaccines, including flu and shingles, at the same visit. You no longer need to wait 14 days between vaccines. Side effects are the same if vaccines are given alone or together. 
 
More about vaccine timing: https://t.co/BV3mN5XdLe. https://t.co/RWrRzhKdEg",0.09375,0.28125,en,151.0,95,Cyngee01,67,317,,['#COVID19'],['@CDCgov'],,"you can get a  vaccine and other vaccines including flu and shingles at the same visit you no longer need to wait 14 days between vaccines side effects are the same if vaccines are given alone or together 
 
more about vaccine timing httpstcobv3mn5xdle httpstcorwrrzhkdeg"
2021-06-18 20:28:25+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Of the 1.3 tn they want to borrow only, 2 bn is for vaccines. Uganda etama.",,,en,,0,ewaewa90,268,817,,[],[],"Kampala, Uganda",of the 13 tn they want to borrow only 2 bn is for vaccines uganda etama
2021-06-18 20:28:36+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine near you:  
🔍 Search https://t.co/d2PDWIps8o  
📱Text your ZIP code to 438829  
📞 Call 1-800-232-0233 https://t.co/AMmcMmCtiP",0.5083333333333333,0.7833333333333333,en,813.0,270,chinwind1,426,126,,"['#WeCanDoThis', '#COVID19']",['@CDCDirector'],Melbourne Australia,"i’m pleased to welcome the  bus to atlanta today remember there are 3 easy ways to find a  vaccine near you  
🔍 search httpstcod2pdwips8o  
📱text your zip code to 438829  
📞 call 18002320233 httpstcoammcmmctip"
2021-06-18 20:28:56+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@HHSGov Secretary @XavierBecerra speaking to the work we have done, and the work we have left to continue fighting… https://t.co/9nVG1VttE1",,,en,,0,stridechc,691,819,False,[],"['@HHSGov', '@XavierBecerra']",Colorado, secretary  speaking to the work we have done and the work we have left to continue fighting… httpstco9nvg1vtte1
2021-06-18 20:29:00+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","8,911,332 doses of #COVID19 vaccine have been administered citywide, including:

• 4,630,909 first doses
• 3,900,158 second doses
• 380,265 single doses

Vaccines = freedom. Help us finish this fight.

➡️ https://t.co/KwhEv8K9Bt
➡️ https://t.co/M175DraIG0",0.05952380952380953,0.18253968253968253,en,4.0,1,MWhalan,3998,4998,,['#COVID19'],['@NYCMayor'],Kiama,"8911332 doses of  vaccine have been administered citywide including

• 4630909 first doses
• 3900158 second doses
• 380265 single doses

vaccines  freedom help us finish this fight

➡️ httpstcokwhev8k9bt
➡️ httpstcom175draig0"
2021-06-18 20:29:00+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Africa is in the midst of a full blown third wave. The sobering trajectory of surging cases should rouse everyone into urgent action. 

We’ve seen in India and elsewhere just how quickly #COVID19 can rebound and overwhelm health systems.",0.1958333333333333,0.2875,en,136.0,120,JustSxbs,488,413,,[],['@MoetiTshidi'],"FUCK ISRAEL, FREE PALESTINE","africa is in the midst of a full blown third wave the sobering trajectory of surging cases should rouse everyone into urgent action 

we’ve seen in india and elsewhere just how quickly  can rebound and overwhelm health systems"
2021-06-18 20:29:05+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.",0.13333333333333333,0.45555555555555555,en,399.0,194,UkSophism,3745,4803,,[],['@globalhlthtwit'],,dr moeti is head of who in africa and one of the best public health experts and leaders i know hers is a desperate request for vaccines to africa we plead with germany and the uk to lift patent restrictions and urgently transfer technology to enable production in africa
2021-06-18 20:29:08+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","On International Women’s Day, join me in celebrating some of the inspiring women who made #COVID19 vaccines possible. Know their names and the work they’ve done to get us to this point. Drumroll please...🥁 #IWD2021",0.16666666666666666,0.6666666666666666,en,1621.0,275,MichaelJ341,159,435,,['#COVID19'],['@AnitaZaidi'],"Dallas, TX",on international women’s day join me in celebrating some of the inspiring women who made  vaccines possible know their names and the work they’ve done to get us to this point drumroll please🥁 
2021-06-18 20:29:11+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Israel will deliver more than a million doses of #COVID19 vaccines to the Palestinian Authority to help it fight the corona pandemic.

The 1st delivery, consisting of 100,000 vaccines, was transfered to the PA friday afternoon through Bitunia crossing.
https://t.co/7M3lWWr1J9",0.5,0.5,en,450.0,182,egrrienemr,940,779,,['#COVID19'],['@IsraelMFA'],Scotland,"israel will deliver more than a million doses of  vaccines to the palestinian authority to help it fight the corona pandemic

the 1st delivery consisting of 100000 vaccines was transfered to the pa friday afternoon through bitunia crossing
httpstco7m3lwwr1j9"
2021-06-18 20:29:12+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@AIPAC Will aipac tell the world that Israel has SOLD EXPIRED vaccines to Palestinians, which could have been disastrous to Palestinians, making the covid19 crisis far worse, leading to more Palestinian deaths? #ThisisIsrael. https://t.co/WTPn9XMSvs",-0.125,0.725,en,27.0,31,InsightfulW0rds,11,29,,[],"['@itranslate123', '@AIPAC']",, will aipac tell the world that israel has sold expired vaccines to palestinians which could have been disastrous to palestinians making the covid19 crisis far worse leading to more palestinian deaths  httpstcowtpn9xmsvs
2021-06-18 20:29:20+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Ontario administered 205,062 #COVID19 vaccines so far today. 84% were 2nd doses.

Thousands of people are essential in making a big vaccine day like this happen. Thank you to all involved.

(Lake Superior III, by Lawren Harris) https://t.co/ApRcF2fyNR",0.15999999999999998,0.4600000000000001,en,3251.0,210,ApplythePeppa,711,1264,,['#COVID19'],['@BogochIsaac'],,"ontario administered 205062  vaccines so far today 84 were 2nd doses

thousands of people are essential in making a big vaccine day like this happen thank you to all involved

lake superior iii by lawren harris httpstcoaprcf2fynr"
2021-06-18 20:29:22+00:00,"<a href=""http://naattuvartha.byethost33.com"" rel=""nofollow"">Naattuvartha</a>","Ontario administered 205,062 #COVID19 vaccines so far today. 84% were 2nd doses.

Thousands of people are essential in making a big vaccine day like this happen. Thank you to all involved.

(Lake Superior III, by Lawren Harris) https://t.co/ApRcF2fyNR",0.15999999999999998,0.4600000000000001,en,3251.0,211,viralvideovlogs,6856,4582,,['#COVID19'],['@BogochIsaac'],കേരളം,"ontario administered 205062  vaccines so far today 84 were 2nd doses

thousands of people are essential in making a big vaccine day like this happen thank you to all involved

lake superior iii by lawren harris httpstcoaprcf2fynr"
2021-06-18 20:29:30+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.",0.13333333333333333,0.45555555555555555,en,399.0,195,burdish,1585,5000,,[],['@globalhlthtwit'],,dr moeti is head of who in africa and one of the best public health experts and leaders i know hers is a desperate request for vaccines to africa we plead with germany and the uk to lift patent restrictions and urgently transfer technology to enable production in africa
2021-06-18 20:29:56+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Africa is in the midst of a full blown third wave. The sobering trajectory of surging cases should rouse everyone into urgent action. 

We’ve seen in India and elsewhere just how quickly #COVID19 can rebound and overwhelm health systems.",0.1958333333333333,0.2875,en,136.0,121,awasim04,77,121,,[],['@MoetiTshidi'],"Kolkata, India","africa is in the midst of a full blown third wave the sobering trajectory of surging cases should rouse everyone into urgent action 

we’ve seen in india and elsewhere just how quickly  can rebound and overwhelm health systems"
2021-06-18 20:29:58+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Please do your research first if you read or see something about vaccines or #covid19 that sounds unusual.

Spreading disinfo means people won’t get vaccinated out of fear.

That will lead to more deaths.

America’s Frontline Doctors: not to be trusted.

https://t.co/Jy0KGpRqrs https://t.co/1yq1ER5FcQ",0.31666666666666665,0.611111111111111,en,20.0,17,hwilliams0085,955,2006,,['#covid19'],['@QuizzicalGirl'],Northern California,"please do your research first if you read or see something about vaccines or  that sounds unusual

spreading disinfo means people won’t get vaccinated out of fear

that will lead to more deaths

america’s frontline doctors not to be trusted

httpstcojy0kgprqrs httpstco1yq1er5fcq"
2021-06-18 20:30:13+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","The timely delivery of #COVID19 vaccines is crucial. 

I welcome today’s decision by the Belgian Court of First Instance ordering #AstraZeneca to urgently deliver 50 million doses to 🇪🇺, as follows: 15 million doses by 26 July, 20 million by 23 August, 15 million by 27 September.",0.35000000000000003,0.7444444444444445,en,241.0,100,JuanBI15,69,129,,['#COVID19'],['@SKyriakidesEU'],,"the timely delivery of  vaccines is crucial 

i welcome today’s decision by the belgian court of first instance ordering  to urgently deliver 50 million doses to 🇪🇺 as follows 15 million doses by 26 july 20 million by 23 august 15 million by 27 september"
2021-06-18 20:30:18+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",DIRTY DEEDS  New Mask Study’s Dirty Secret; Rock Stars Rebel!; Rise in Chronic Illness; Covid Vaccine Injury Puts Ahmed’s Life on Hold; Dr. Roger Hodkinson’s Biggest Concerns about Covid Vaccines   #Masks #Covid19 #Myocarditis #DrHodkinson #DelBigtree https://t.co/w2SmI2Zc9c,-0.3909090909090909,0.6886363636363637,en,478.0,285,mhedge76,31,134,,[],['@HighWireTalk'],,dirty deeds  new mask study’s dirty secret rock stars rebel rise in chronic illness covid vaccine injury puts ahmed’s life on hold dr roger hodkinson’s biggest concerns about covid vaccines        httpstcow2smi2zc9c
2021-06-18 20:30:19+00:00,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","FREE COVID-19 VACCINES:

Riverside will be hosting a #COVID19 vaccine clinic on Saturday, June 19 &amp; 20th from 10 am… https://t.co/6x1IxzDQo7",,,en,,0,riverside,2611,975,False,['#COVID19'],[],Eastern Virginia,"free covid19 vaccines

riverside will be hosting a  vaccine clinic on saturday june 19 amp 20th from 10 am… httpstco6x1ixzdqo7"
2021-06-18 20:30:35+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Families who have been displaced from their homes have even less protection against #covid19. #Africa is on the brink of a third wave. #G7 leaders must follow through on their promise of donating 1bn #vaccines - immediately. https://t.co/CaURHKxXU3,-0.08333333333333333,0.03333333333333333,en,6.0,5,Communist23,2073,5003,,"['#covid19', '#Africa']",['@ShelterBox'],,families who have been displaced from their homes have even less protection against   is on the brink of a third wave  leaders must follow through on their promise of donating 1bn   immediately httpstcocaurhkxxu3
2021-06-18 20:31:07+00:00,"<a href=""https://www.tumblr.com/"" rel=""nofollow"">Tumblr</a>","Covid-19: why Brazil could have purchased and reserved vaccines even before sanitary agency approval, according to… https://t.co/gtD8O1dh6N",,,en,,0,AllBrPolitics,225,106,False,[],[],Brazil,covid19 why brazil could have purchased and reserved vaccines even before sanitary agency approval according to… httpstcogtd8o1dh6n
2021-06-18 20:31:24+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@TeeterBuilt @TysonJWhite @FoxInSahara @BLAIMGame @muosabkhalaf @mehdirhasan Israel will deliver more than a millio… https://t.co/qergHsIWbD,,,en,,0,DerekMcLellan2,138,848,False,[],"['@TeeterBuilt', '@TysonJWhite', '@FoxInSahara', '@BLAIMGame', '@muosabkhalaf', '@mehdirhasan']","Glasgow, Scotland",      israel will deliver more than a millio… httpstcoqerghsiwbd
